id,gender,description,season,masterCategory,subCategory,simplifiedColour,sleeve_type,neck_type
8940,Men,"CompositionReversible shirt red navy blue blue stripes red side purple stripes reverse, made cotton blend fabric, tipped collar, front buttoned placket, full length sleeves buttoned cuffs curved hemlineFittingSlimWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printStripes that add immense style your casual look what indigo nation brings into your life. But what makes this shirt even better that you wear it inside out or outside change your colour code suit occasion. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
8941,Men,"CompositionReversible shirt purple black stripes, made cotton blend fabric, tipped collar, front buttoned placket, full length sleeves buttoned cuffs curved hemlineFittingRegularWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printBling that adds immense style your casual look what indigo nation brings into your life. But what makes this striped shirt even better that you wear it inside out or outside change your colour code suit occasion. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,Blue,long sleeve,collar
8942,Men,"CompositionReversible striped shirt Pink, made cotton blend fabric, tipped collar, front buttoned placket, full length sleeves buttoned cuffs curved hemlineFittingRegularWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printBling that adds immense style your casual look what indigo nation brings into your life. But what makes this striped shirt even better that you wear it inside out or outside change your colour code suit occasion. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
8943,Men,"CompositionReversible shirt navy blue stripes, made cotton blend fabric, tipped collar, front buttoned placket, full length sleeves buttoned cuffs curved hemlineFittingRegularWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printStripes that add immense style your casual look what indigo nation brings into your life. But what makes this shirt even better that you wear it inside out or outside change your colour code suit occasion. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,Blue,long sleeve,collar
8944,Men,"CompositionReversible striped shirt blue, made cotton blend fabric, tipped collar, front buttoned placket, full length sleeves buttoned cuffs curved hemlineFittingRegularWash careWash dark colours separatelyHand wash or machine wash cold using mild detergentDo not wring or bleachFlat dry shadeDo not iron printBling that adds immense style your casual look what indigo nation brings into your life. But what makes this striped shirt even better that you wear it inside out or outside change your colour code suit occasion. cynosure all eyes this stylish shirt, while fabric keeps you fresh comfortable all day. Pair it formal pants, denims or corduroys black footwear stylish formal casual looks.Model statisticsThe model wears size 40 shirtsHeight: 6; Shoulders: 18",Fall,Apparel,Topwear,Blue,long sleeve,collar
8950,Men,"CompositionOlive full length formal trousers made id yarn dyed cotton blend PV fabric stretchability, flat front two pockets sides one patch pocket inside right one, two pockets back metallic embellishments, metal zipper button closure, loops waist secure belt reinforced stitch detailing along crotch area hemlineFittingRegularWash careMachine wash coldWash dark colours separatelyDo not bleachTumble dry lowWarm ironA famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, indigo nation makes it all more easier its classy range formal trousers. Designed choicest fabrics stretchable comfort that allows easy movement, this trouser makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Fall,Apparel,shirt,Green,long sleeve,collar
8951,Men,"CompositionBlack full length formal trousers made id yarn dyed cotton blend PV fabric stretchability, flat front two pockets sides one patch pocket inside right one, two pockets back metallic embellishments, metal zipper button closure, loops waist secure belt reinforced stitch detailing along crotch area hemlineFittingRegularWash careMachine wash coldWash dark colours separatelyDo not bleachTumble dry lowWarm ironA famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, indigo nation makes it all more easier its classy range formal trousers. Designed choicest fabrics stretchable comfort that allows easy movement, this trouser makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Fall,Apparel,shirt,Black/Gray,long sleeve,collar
8952,Men,"CompositionBlack full length formal trousers made TR yarn dyed cotton blend PV fabric stretchability, flat front two pockets sides one patch pocket inside right one, two pockets back metallic embellishments, metal zipper button closure, loops waist secure belt reinforced stitch detailing along crotch area hemlineFittingRegularWash careMachine wash coldWash dark colours separatelyDo not bleachTumble dry lowWarm ironA famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, indigo nation makes it all more easier its classy range formal trousers. Designed choicest fabrics stretchable comfort that allows easy movement, this trouser makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Fall,Apparel,shirt,Black/Gray,long sleeve,turtle neck
8954,Men,"CompositionDark brown self checks full length formal trousers made cotton blend PV fabric stretchability, flat front two pockets sides, two welt pockets back buttoned closure, metal zipper button closure, loops waist secure belt reinforced stitch detailing along crotch area hemlineFittingRegularWash careMachine wash coldWash dark colours separatelyDo not bleachTumble dry lowWarm ironA famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, indigo nation makes it all more easier its classy range formal trousers. Designed choicest fabrics stretchable comfort that allows easy movement, this trouser makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Fall,Apparel,shirt,Brown,long sleeve,collar
8955,Men,"CompositionGrey full length formal trousers self checks, made cotton blend PV fabric stretchability, flat front two pockets sides, two welt pockets back, metal zipper button closure, loops waist secure belt reinforced stitch detailing along crotch area hemlineFittingRegularWash careMachine wash coldWash dark colours separatelyDo not bleachTumble dry lowWarm ironA famous saying goes - ""A man's class raised by bar trousers he wears"". man substance always chooses his formal trousers much care, indigo nation makes it all more easier its classy range formal trousers. Designed choicest fabrics stretchable comfort that allows easy movement, this trouser makes perfect daily office wear. Pair it classic formal shirts leather shoes look every bit like corporate that you are.Model statisticsThe model wears trousers, length 41.5""Height-6.1"", waist-31""",Fall,Apparel,shirt,Black/Gray,long sleeve,turtle neck
9141,Women,"Blue jeans, two scoop pockets front insert pocket right, yoke two patch pockets, brand patch at back, waistband loops, metal zipper button closure",Summer,Apparel,shirt,Blue,sleeveless,boat neck
9142,Women,"Composition Black skinny jeans made cotton blend fabric, two insert pockets front, two patch pockets back thread detailing, brand patch appliqued waistband at back metal zipper button closure Fit Mid-rise, skinny fit Wash care Colour will bleed Machine wash separately cold water at 30 C mild detergent Turn garment inside out washing drying Do not bleach or wring Tumble dry or flat dry shade Warm iron If you're denim person, these black skinny jeans lee will delight you. Mid-rise, great slim fit, you might not want take them off once you pull them on! Perfect companion your t-shirts sexy tops. Model statistics model wears jeans length 38.5"" Height: 5.9' Waist: 26.5""",Summer,Apparel,shirt,Black/Gray,sleeveless,boat neck
9143,Women,"pair blue 5-pocket low-rise stretchable jeans, lightly washed, zip fly button closure, waistband belt loops",Summer,Apparel,shirt,Blue,sleeveless,boat neck
